id,customerID,client_name,client_eic,gas_node,gas_operator,serNUM,mfDEV,typeDEV,chNUM,address,scenario,note
903,102,TestNull,56XSO000000010201,0010292501,ZHYTOMYRGAS,128733,11,1,0,,hourly,0
904,102,TestNull,56XSO000000010201,0010292502,GADIACHGAS,30000,1,25,0,,hourly,0
905,102,TestNull,56XSO000000010201,0010292503,ZHYTOMYRGAS,8201,3,2,0,,hourly,0
906,102,TestNull,56XSO000000010201,0010292504,GADIACHGAS,50376,5,16,0,,hourly,0
907,102,TestNull,56XSO000000010201,0010292505,VINNITCAGAS,6666,1,1,0,,hourly,0
908,102,TestNull,56XSO000000010201,0010292506,ZAPORIZHGAS,10840,3,1,0,,hourly,0
909,307,Предприятие,56XSO000000030701,0030792601,DNIPROGAS,30012,3,4,0,,hourly,0
910,307,Предприятие,56XSO000000030701,0030792602,ZAKARPATGAS,30352,3,3,0,,hourly,0
2240,6,Test_Add,56XSO000000097621,0097293501,VOLYNGAS,588,1,4,0,,hourly,0
2890,97,"ПIДМ.АГРОМIКС ..................",97XS43217210,0097359201,DNIPROGAS,43217,2,1,0,................................,hourly,0
2891,97,"ДП Укргазтех",97XS574675120,0097359301,DNIPROGAS,57467,5,12,0,"ЖУРНАЛIСТIВ 15",hourly,0
2892,97,16469...........................,0,0097359401,DNIPROGAS,16469,2,1,0,................................,hourly,0
2893,97,"ПАО "БПТС"",0,0097359501,DNIPROGAS,6226,1,5,0,"КОТЕЛЬНАЯ N8",hourly,0
2894,97,"ТОВ-МЕТАЛО ГАЛЬВА УКРАЇНА",0,0097359601,DNIPROGAS,7940,1,5,0,"С. КОРЖI ВУЛ.  ГОСПОДАРСЬКА   2",hourly,0
2895,97,"ЗАО ПАВЛОГРАДХЛЕБ",97XS11281110,0097359701,DNIPROGAS,1128,1,11,0,"ШУТЯ 5А                        _",hourly,0
2896,97,"РОГАНСЬКА КФ                   _",97XS8072150,0097359801,DNIPROGAS,8072,1,5,0,----,hourly,0
2897,97,00941-2.........................,97XS941231,0097359901,DNIPROGAS,941,2,3,1,................................,hourly,0
2898,97,00941-1.........................,97XS941230,0097360001,DNIPROGAS,941,2,3,0,................................,hourly,0
2899,97,"Торгівельний комплекс",97XS11240,0097360101,DNIPROGAS,1,1,24,0,"П’ятихатки ул.Вокзальна д.4",hourly,0
2900,97,"БАЛАКЛЕЯ ХПП",97XS7725150,0097360201,DNIPROGAS,7725,1,5,0,"СУШКА                          _",hourly,0
2901,97,Донецк,97XS18131911,0097360301,DNIPROGAS,18131,9,1,1,Донецк,hourly,0
2902,97,111,97XS1287331110,0097360401,DNIPROGAS,128733,11,1,0,222,hourly,0
2903,97,Харьков,97XS18131910,0097360501,DNIPROGAS,18131,9,1,0,Харьков________________________,hourly,0
2904,97,"ЧАО ЗОФ",97XS6200150,0097360601,DNIPROGAS,6200,1,5,0,"ДРАГОМИРОВКАЯ 10",hourly,0
2905,97,""ПБП ВИМАЛ"" ГОЛОВНИЙ ПIДРОЗДIЛ"",97XS5501110,0097360701,DNIPROGAS,550,1,11,0,ВОГ,hourly,0
2906,97,СШ#13,97XS7444150,0097360801,DNIPROGAS,7444,1,5,0,"УЛ.ЧЕРНОБЫЛЯ 65",hourly,0
2907,97,13,97XS686961240,0097360901,DNIPROGAS,68696,1,24,0,"345 ул.235 д.45",hourly,0
2908,97,"ООО "Краматорский феросплавный",97XS13098910,0097361001,DNIPROGAS,13098,9,1,0,Краматорск,hourly,0
2909,97,"КП ТЕПЛОЗАБЕЗПЕЧЕННЯ           _",97XS208731150,0097361101,DNIPROGAS,20873,1,15,0,"КОРОСТЕНЬ В.Б.ШОСЕ 6           _",hourly,0
2910,97,"ЗБОРIВ ЛIКАРНЯ  ................",97XS9394220,0097361201,DNIPROGAS,9394,2,2,0,................................,hourly,0
2911,97,"ТОВ  "ТЕКССИЛ"  АГНКС",97XS7381110,0097361301,DNIPROGAS,738,1,11,0,АГНКС,hourly,0
2912,97,"ДП Укргазтех",97XS581535120,0097361401,DNIPROGAS,58153,5,12,0,"190 Комб.Придн.",hourly,0
2913,97,2,97XS469371240,0097361501,DNIPROGAS,46937,1,24,0,3,hourly,0
2914,97,"ЗБОРIВ ЦРЛ......................",97XS8562220,0097361601,DNIPROGAS,8562,2,2,0,................................,hourly,0
2915,97,"ПАТ"КИIВСЬКИЙ КПК"             _",97XS5762150,0097361701,DNIPROGAS,5762,1,5,0,DN150,hourly,0
2916,97,"Отіско Валентина Миколаївна",97XS1039431110,0097361801,DNIPROGAS,103943,11,1,0,"м лоз вул Михайла Шапошникова 9",hourly,0
2917,97,"ПРАТ"КРЕМЕНЧУКМЯСО"            _",97XS8431150,0097361901,DNIPROGAS,8431,1,5,0,"ЗИМОВА                         _",hourly,0
2918,97,ПАТ-МОТОРСИЧ,97XS8262150,0097362001,DNIPROGAS,8262,1,5,0,КАНЦЕРОВКА,hourly,0
2919,97,"ООО ДНЕПРОПРЕСС СТАЛЬ",97XS213581150,0097362101,DNIPROGAS,21358,1,15,0,"ПР. БОГДАНА ХМЕЛЬНИЦКОГО 139",hourly,0
2920,97,Зоря,97XS744161240,0097362201,DNIPROGAS,74416,1,24,0,"ул.Вокзальна д.11 кв. 16",hourly,0
2921,97,"ООО ОК ПРИБОЙ                  _",97XS6928150,0097362301,DNIPROGAS,6928,1,5,0,"КОММЕРЧЕСКИЙ УЗЕЛ УЧЕТА ГАЗА   _",hourly,0
2922,97,"ТОВ ВIДI АВТОСТРАДА",97XS2087120,0097362401,DNIPROGAS,2087,1,2,0,,hourly,0
2923,97,АМПУ,97XS245391160,0097362501,DNIPROGAS,24539,1,16,0,"ИЗМАИЛ АМПУ                    _",hourly,0
2924,97,1,97XS1050061110,0097362601,DNIPROGAS,105006,11,1,0,2,hourly,0
2925,97,""ПАО БЕРДЯНСКОЕ ПТС"""""",97XS6347150,0097362701,DNIPROGAS,6347,1,5,0,"КОТЕЛЬНАЯ N13",hourly,0
2926,97,Проба_10_ЛОРПАВЫФ,97XS231110,0097362801,DNIPROGAS,23,1,11,0,Проба_11_ЛОРПАВЫФ,hourly,0
2927,97,"ПАТ"МЕНА ПАК"",97XS5407150,0097362901,DNIPROGAS,5407,1,5,0,КОТЕЛЬНЯ,hourly,0
2928,97,"ПАТ "Укртелеком№ ЦЕЗ %",97XS621661240,0097363001,DNIPROGAS,62166,1,24,0,"Кременець ул.Шевченка д.60",hourly,0
2929,97,---,97XS285601240,0097363101,DNIPROGAS,28560,1,24,0,55555555555555555555,hourly,0
2930,97,"ЧАО "УКРГРАФИТ"",97XS6178150,0097363201,DNIPROGAS,6178,1,5,0,"ТРУБОПРОВОД ГРП",hourly,0
2931,97,ГОРОДНЯ.НЕЗАЛ.58................,97XS17612210,0097363301,DNIPROGAS,17612,2,1,0,................................,hourly,0
2932,97,"НовоселківськаЗОШ Підгаєцький",97XS4588150,0097363401,DNIPROGAS,4588,1,5,0,котельн,hourly,0
2933,97,RT,97XS1706151110,0097363501,DNIPROGAS,170615,11,1,0,"Героїв Харкова",hourly,0
2934,97,"ЧАО-БПТС                       _",97XS2421120,0097363601,DNIPROGAS,242,1,12,0,"КОТЕЛЬНАЯ 15                   _",hourly,0
2935,97,Проба,97XS748891240,0097363701,DNIPROGAS,74889,1,24,0,Москва,hourly,0
2936,97,"ТзОВ "Бучачагрохлібпром" (суперм",97XS602401240,0097363801,DNIPROGAS,60240,1,24,0,"Бучач ул.Галицька д.16",hourly,0
2937,97,"КП"ТЕПЛОЕНЕРГЕТИК"",97XS9981110,0097363901,DNIPROGAS,998,1,11,0,"МОГИЛЕВ-ПОДОЛЪСКИЙ ПОЛТАВСКАЯ 23",hourly,0
2938,97,П`ятихатки,97XS281911240,0097364001,DNIPROGAS,28191,1,24,0,"ул.Київська д.  110 кв.",hourly,0
2939,97,Зоря,97XS704521240,0097364101,DNIPROGAS,70452,1,24,0,"ул.Вокзальна д.11 кв. 16",hourly,0
2940,97,"ОК"БУДИНОК 27 Д"",97XS6784150,0097364201,DNIPROGAS,6784,1,5,0,"ПР.КИРОВА,-27Д",hourly,0
2941,97,"ПАО "БЕРДЯНСКОЕ ПТС"",97XS6333150,0097364301,DNIPROGAS,6333,1,5,0,"КОТЕЛЬНАЯ N22",hourly,0
2942,97,"СТОВ БАТЬКIВЩИНА               _",97XS3614120,0097364401,DNIPROGAS,3614,1,2,0,"ВУЗОЛ ОБЛIКУ                   _",hourly,0
2943,97,"ПРАТ КОМБИНАТ ПРИДНЕПРОВСКИЙ",97XS12651110,0097364501,DNIPROGAS,1265,1,11,0,,hourly,0
2944,97,"ТКЕ КОНОВАЛ 132Л................",97XS658231,0097364601,DNIPROGAS,658,2,3,1,................................,hourly,0
2945,97,"ДП Укргазтех",97XS502905120,0097364701,DNIPROGAS,50290,5,12,0,"БЕРЕЗIНСЬКА 64А",hourly,0
2946,97,"ТКЕ КОНОВАЛ 132.................",97XS658230,0097364801,DNIPROGAS,658,2,3,0,................................,hourly,0
2947,97,"ДПЗАКУПНЯНСКИЙ КАРЭР",97XS7821150,0097364901,DNIPROGAS,7821,1,5,0,ЦВБ-,hourly,0
2948,97,"КОРОПЕЦЬКИЙ ЛIЦЕЙ-IНТЕРНАТ     _",97XS2906120,0097365001,DNIPROGAS,2906,1,2,0,1---,hourly,0
2949,97,"ТОВ"АМТТ"",97XS7817150,0097365101,DNIPROGAS,7817,1,5,0,"С.КРЮКОВЩИНА,ВУЛ.БАЛУКОВА 1",hourly,0
2950,97,""ПАТКИIВСЬКИЙ КПК""",97XS6496150,0097365201,DNIPROGAS,6496,1,5,0,"DN 250",hourly,0
2951,97,"Нібулон м. Градіжск",97XS4149150,0097365301,DNIPROGAS,4149,1,5,0,0504933640,hourly,0
2952,97,"ПАО "БПТС"",97XS6228150,0097365401,DNIPROGAS,6228,1,5,0,"КОТЕЛЬНАЯ N7",hourly,0
2953,97,0,97XS7777771240,0097365501,DNIPROGAS,777777,1,24,0,0,hourly,0
2954,97,"ОСМД БЕСТУЖЕВСКИЕ САДЫ         _",97XS10851110,0097365601,DNIPROGAS,1085,1,11,0,----,hourly,0
2955,97,"КП-ХТС  ХОЛОДНОГОРСКИЙ Ф-Л",97XS550120,0097365701,DNIPROGAS,550,1,2,0,"МУРАТОВА,7",hourly,0
2956,97,"ПАТ"МЕНА ПАК"",97XS2742120,0097365801,DNIPROGAS,2742,1,2,0,ТЕПЛОГЕНЕРАТОР,hourly,0
2957,97,"ПРАТ"АТП-17461"                _",97XS5691150,0097365901,DNIPROGAS,5691,1,5,0,"АГНКС                          _",hourly,0
2958,97,"ООО"МСЗ"",97XS6995150,0097366001,DNIPROGAS,6995,1,5,0,"ЛИНИЯ 1",hourly,0
2959,97,"ЧАО "КЗТП"",97XS18023910,0097366101,DNIPROGAS,18023,9,1,0,"М.Петренка 77 Краматорск",hourly,0
2960,97,Проба_ПРОБА_ЯЦХЭ,97XS21240,0097366201,DNIPROGAS,2,1,24,0,"П’ятихатки ул.Вокзальна д.4",hourly,0
2961,97,"МКП ЕНЕРГОРЕСУРС               _",97XS7531110,0097366301,DNIPROGAS,753,1,11,0,"ВУЛ.КИЕВСКАЯ 14                _",hourly,0
2962,97,"Вашківецький хлібокомбінат",97XS121140,0097366401,DNIPROGAS,121,1,4,0,Котельня,hourly,0
2963,97,"гот.Екстрім Кошун Тамара",97XS1062371110,0097366501,DNIPROGAS,106237,11,1,0,"Жденієво в.Шевченка 257",hourly,0
2964,97,"АГРО МIКС       ................",97XS29018210,0097366601,DNIPROGAS,29018,2,1,0,................................,hourly,0
2965,97,"ПАО "БПТС"",97XS6227150,0097366701,DNIPROGAS,6227,1,5,0,"КОТЕЛЬНАЯ N5-21",hourly,0
2966,97,"КОТЕЛЬНЯ КП"ОЗЕРНЕ"",97XS14441110,0097366801,DNIPROGAS,1444,1,11,0,"СМТ.ОЗЕРНЕ ВУЛ.АВIЦIЙНА,69     _",hourly,0
2967,97,"ТОВ РОСТРА",97XS15001110,0097366901,DNIPROGAS,1500,1,11,0,ТОПОЧНА,hourly,0
2968,97,"ТОВ"ВIДI АВТОСIТI КIЛЬЦЕВА"    _",97XS3414120,0097367001,DNIPROGAS,3414,1,2,0,"СОФ.БОРЩ.ВУЛ.В.КIЛЬЦЕВА 58     _",hourly,0
2969,97,ПАТ-ГАЛИЧФАРМ,97XS4984180,0097367101,DNIPROGAS,4984,1,8,0,----,hourly,0
2970,97,"Булах В.Г.",97XS1623611110,0097367201,DNIPROGAS,162361,11,1,0,"Дніпро. С.Бандери, б.20, кв.7",hourly,0
2971,97,"ЧАО ЗОФ",97XS5074150,0097367301,DNIPROGAS,5074,1,5,0,"ДРАГОМИРОВСКАЯ,10",hourly,0
2972,97,111,97XS1378871110,0097367401,DNIPROGAS,137887,11,1,0,222,hourly,0
2973,97,"АТ "ОТКЕ"",97XS744931240,0097367501,DNIPROGAS,74493,1,24,0,"м. Чернігів ул.Молодшого д.35а",hourly,0
2974,97,"     КОМАРНО     САДОЧОК КАЗОЧКА",97XS588140,0097367601,DNIPROGAS,588,1,4,0,"КОМАРНО,СИЧ.СТР.29",hourly,0
2975,97,"Бережанська ГНКС",97XS5256150,0097367701,DNIPROGAS,5256,1,5,0,ГРП-1,hourly,0
2976,97,"ТОВ КВIТЕНЬ                    _",97XS6519150,0097367801,DNIPROGAS,6519,1,5,0,"УЛ.ВОЙЦЕХОВИЧА 67              _",hourly,0
2977,97,"ЗБОРIВ ЦРЛ ПIДМI................",97XS29519210,0097367901,DNIPROGAS,29519,2,1,0,................................,hourly,0
2978,97,"ПАО "БЕРДЯНСКОЕ ПТС"",97XS6332150,0097368001,DNIPROGAS,6332,1,5,0,"КОТЕЛЬНАЯ N6                   _",hourly,0
2979,97,"     НИКОПОЛЬ    ЗОШ 16        _",97XS7030150,0097368101,DNIPROGAS,7030,1,5,0,"УЛ. ДОВГОЛЕВСКАЯ 279",hourly,0
2980,97,"ТОВ-МЕТАЛО ГАЛЬВА УКРАЇНА",97XS7724150,0097368201,DNIPROGAS,7724,1,5,0,"С. КОРЖI ВУЛ.   ГОСПОДАРСЬКА  2",hourly,0
2981,97,"ТОВ "ЕПIЦЕНТР К"",97XS8555160,0097368301,DNIPROGAS,8555,1,6,0,ЕПIЦЕНТР,hourly,0
2982,97,"ОРГАНIК МIЛК",97XS14901110,0097368401,DNIPROGAS,1490,1,11,0,"ЗВЯГЕЛЬСЬКА 139",hourly,0
2983,97,"ДЧБЛ-3 ГЕТЕНЯ                  _",97XS2274120,0097368501,DNIPROGAS,2274,1,2,0,ГРС-ГЕТЕНЯ,hourly,0
2984,97,"ФОП Строков А. І. Офіс",97XS564141240,0097368601,DNIPROGAS,56414,1,24,0,"Покровськ ул.Маршала Москаленко",hourly,0
2985,97,"Луцюк А.С.",97XS1614061110,0097368701,DNIPROGAS,161406,11,1,0,"Дніпро. Г. Мазуренко, 95, кв.2",hourly,0
2986,97,"ГОРОДНЯНСЬКИЙ КОМБIКОРМОВИЙ ЗАВ_",97XS200221170,0097368801,DNIPROGAS,20022,1,17,0,,hourly,0
2987,97,"ПАО"БПТС"                      _",97XS2431120,0097368901,DNIPROGAS,243,1,12,0,"КОТЕЛЬНАЯ #14                  _",hourly,0
2988,97,ПАТ-СБК,97XS5591150,0097369001,DNIPROGAS,5591,1,5,0,----,hourly,0
2989,97,"ОСМД ДАРНИЦКАЯ",97XS5237150,0097369101,DNIPROGAS,5237,1,5,0,----,hourly,0
2990,97,"Торгівельний комплекс",97XS666371240,0097369201,DNIPROGAS,66637,1,24,0,"П’ятихатки ул.Вокзальна д.4",hourly,0
2991,97,"КП "АНДРЕЕВСКАЯ ТЕПЛОСЕТЬ"",97XS6927150,0097369301,DNIPROGAS,6927,1,5,0,"КОТЕЛЬНАЯ                      _",hourly,0
2992,97,КП-ХТС,97XS155120,0097369401,DNIPROGAS,155,1,2,0,"СЕВЕРНАЯ 1",hourly,0
2993,97,"КП "НОВОТРОИЦКИЙ СЕЛЬКОММУНХОЗ"_",97XS6790150,0097369501,DNIPROGAS,6790,1,5,0,"КОТЕЛЬНАЯ                      _",hourly,0
2994,97,"Адмінбудівля ЦМК",97XS635541240,0097369601,DNIPROGAS,63554,1,24,0,"Павлоград ул.Терёшкина д.9 кор2",hourly,0
2995,97,"ГАГАРИНСКИЙ 2010",97XS7303150,0097369701,DNIPROGAS,7303,1,5,0,,hourly,0
2996,97,"ПТМ"КОВЕЛЬТЕПЛО"ВУЛ.ВАТУТIНА 48",97XS3518140,0097369801,DNIPROGAS,3518,1,4,0,1---,hourly,0
2997,97,"Орехова С.Є.",97XS1452571110,0097369901,DNIPROGAS,145257,11,1,0,"Дніпро. Ковельська, 82",hourly,0
2998,97,"ПРАТ"АВТОКРАЗ"",97XS8148150,0097370001,DNIPROGAS,8148,1,5,0,КРЕМЕНЧУГ,hourly,0
2999,97,"ТЗОВ ГАЛКА ЛТД",97XS7882150,0097370101,DNIPROGAS,7882,1,5,0,"ЛЬВIВ ВУЛ. ЗАПОВIТНА 1",hourly,0
3000,97,ПАТ-ЕЛЕКТРОТЕРМОМЕТРIЯ,97XS6932150,0097370201,DNIPROGAS,6932,1,5,0,----,hourly,0
3001,97,"ОСМД БЕСТУЖЕВСКИЕ САДЫ         _",97XS11101110,0097370301,DNIPROGAS,1110,1,11,0,----,hourly,0
3002,97,""ОООМСЗ""",97XS7855150,0097370401,DNIPROGAS,7855,1,5,0,"ЛИНИЯ-1                        _",hourly,0
3003,97,"ЗОШ І-ІІІ ст. №1 м. Кременець лі",97XS711511240,0097370501,DNIPROGAS,71151,1,24,0,"Кременець ул.Ліцейна д.1",hourly,0
3004,97,"ЧЕРВОНОПОЛЬСКИЙ КОММУНОЗ",97XS1613140,0097370601,DNIPROGAS,1613,1,4,0,"ЧЕРВОНОПОЛЬСКАЯ КОТЕЛЬНАЯ",hourly,0
3005,97,"ТОВ"АМТТ"",97XS7056150,0097370701,DNIPROGAS,7056,1,5,0,"С.КРЮКIBЩИHА,ВУЛ.БАЛУКОВА 1    _",hourly,0
3006,97,"ТОВ"ОНУР КОНСТРУКЦИОН" М.ВИШНЕВ_",97XS6238150,0097370801,DNIPROGAS,6238,1,5,0," ГРС 1А",hourly,0
3007,97,"ПАТ"КИIВСЬКИЙ КПК"",97XS5761150,0097370901,DNIPROGAS,5761,1,5,0,DN250,hourly,0
3008,97,ЗАПОРОЖСТЕКЛОФЛЮС,97XS8375150,0097371001,DNIPROGAS,8375,1,5,0,----,hourly,0
3009,97,"БЕРЕЗНIВСЬКЕ ПТАХОПIДПРИЕМСТВО К",97XS2766120,0097371101,DNIPROGAS,2766,1,2,0,----,hourly,0
3010,97,"ТОВ"МАЛОДIВИЦЬКЕ ХПП"          _",97XS5714150,0097371201,DNIPROGAS,5714,1,5,0,"СУШАРКИ BUHLER, 2ОД.",hourly,0
3011,97,"ТЗОВ"ЯРИЧIВ"ДЖМС................",97XS29048210,0097371301,DNIPROGAS,29048,2,1,0,................................,hourly,0
3012,97,09183...........................,97XS9183220,0097371401,DNIPROGAS,9183,2,2,0,................................,hourly,0
3013,97,"ПАО"БПТС"                      _",97XS2441120,0097371501,DNIPROGAS,244,1,12,0,"КОТЕЛЬНАЯ #16                  _",hourly,0
3014,97,"СТОВ БАТЬКIВЩИНА               _",97XS2761120,0097371601,DNIPROGAS,2761,1,2,0,"ВОГ СУШАРКИ",hourly,0
3015,97,"ВIННИЦЬКИЙ КОЛЕДЖ НУХТ",97XS215271150,0097371701,DNIPROGAS,21527,1,15,0,"ПРИВОКЗАЛЪНА 38",hourly,0
3016,97,"Торгівельний комплекс",97XS200351230,0097371801,DNIPROGAS,20035,1,23,0,"П’ятихатки ул.Вокзальна д.4",hourly,0
3017,97,Новиков,97XS200081240,0097371901,DNIPROGAS,20008,1,24,0,22222222222222222,hourly,0
3018,97,""ПАО БЕРДЯНСКОЕ ПТС"""""",97XS6471150,0097372001,DNIPROGAS,6471,1,5,0,"КОТЕЛЬНАЯ N3",hourly,0
3019,97,Amazon,97XS281501240,0097372101,DNIPROGAS,28150,1,24,0,"new tech",hourly,0
3020,97,"ОСМД "ЦЕЛИНОГРАДСКАЯ"          _",97XS8711110,0097372201,DNIPROGAS,871,1,11,0,----,hourly,0
3021,97,ЦЕНТР.БЕРЕЖ.Л-НЯ................,97XS2223230,0097372301,DNIPROGAS,2223,2,3,0,................................,hourly,0
3022,97,БЗ2,97XS1458221110,0097372401,DNIPROGAS,145822,11,1,0,222,hourly,0
3023,97,"БАРСКИЙ ГПК",97XS2601120,0097372501,DNIPROGAS,260,1,12,0,"ОБЩЕЖИТИЕ N2",hourly,0
3024,97,"ПОЛИКЛИНИКА АВТОКРАЗ           _",97XS5984150,0097372601,DNIPROGAS,5984,1,5,0,----,hourly,0
3025,97,"ФОП Карабак Л.Х.",97XS522571240,0097372701,DNIPROGAS,52257,1,24,0,"м.Дніпро ул.Г.Корольової д.7а",hourly,0
3026,97,"БАЛАКЛЕЯ ХПП                   _",97XS7726150,0097372801,DNIPROGAS,7726,1,5,0,"ОТОПЛЕНИЕ                      _",hourly,0
3027,97,"ПрАТ "БОБРОВИЦЬКЕ ХПП"",97XS3519120,0097372901,DNIPROGAS,3519,1,2,0,"СУШКИ GSI, SUKUP",hourly,0
3028,97,КРИГЕР,97XS2327120,0097373001,DNIPROGAS,2327,1,2,0,----,hourly,0
3029,97,""ПАТ КИIВСЬКИЙ КПК""",97XS6205150,0097373101,DNIPROGAS,6205,1,5,0,DN150,hourly,0
3030,97,СБУ,97XS4963180,0097373201,DNIPROGAS,4963,1,8,0,"УЛ.ГАЛИНЫ РОМАНОВОЙ 1",hourly,0
3031,97,"ООО-САЛТОВСКИЙ МЯСОКОМБИНАТ",97XS1119130,0097373301,DNIPROGAS,1119,1,3,0,"УЛ.КРАСНОДАРСКАЯ 171Б",hourly,0
3032,97,"ОСББ "КАСКАД-2"                _",97XS2880120,0097373401,DNIPROGAS,2880,1,2,0,"УЛ.ХЕРСОНСКАЯ,9Б               _",hourly,0
3033,97,"МАРIЯ                          _",97XS7673150,0097373501,DNIPROGAS,7673,1,5,0,----,hourly,0
3034,97,"ПАТ "Укртелеком" ЦЕЗ №5",97XS620861240,0097373601,DNIPROGAS,62086,1,24,0,"Кременець ул.Шевченка д.60",hourly,0
3035,97,"ПРАО ТЕРМОЛАЙФ",97XS7668150,0097373701,DNIPROGAS,7668,1,5,0,"КАРАЧЕВСКОЕ ШОССЕ 44           _",hourly,0
3036,97,"ПАТ-ТЕРЕМНО ХЛIБ               _",97XS7625150,0097373801,DNIPROGAS,7625,1,5,0,ГРП-,hourly,0
3037,97,"Білозірська ЗОШ І-ІІІ ст.",97XS735701240,0097373901,DNIPROGAS,73570,1,24,0,"Білозірка ул. д.",hourly,0
3038,97,а_ПРОБА,97XS11111180,0097374001,DNIPROGAS,11111,1,8,0,a_PROBA,hourly,0
3039,97,"ПБП ВИМАЛ",97XS1402120,0097374101,DNIPROGAS,1402,1,2,0,КОТЕЛЬНЯ,hourly,0
3040,97,СТАРПЛАСТ,97XS5871110,0097374201,DNIPROGAS,587,1,11,0,,hourly,0
3041,97,"ПАТ-ТЕРЕМНО ХЛТБ               _",97XS7623150,0097374301,DNIPROGAS,7623,1,5,0,"КОТЕЛЬНЯ                       _",hourly,0
3042,97,----,97XS1951120,0097374401,DNIPROGAS,195,1,12,0,,hourly,0
3043,97,ХПП-БЕРЕГОВО,97XS14191110,0097374501,DNIPROGAS,1419,1,11,0,----,hourly,0
3044,97,"БФ Патриот",97XS18047910,0097374601,DNIPROGAS,18047,9,1,0,"с.Урзуф ул.Горького 40",hourly,0
3045,97,TEST,97XS1180,0097374701,DNIPROGAS,1,1,8,0,,hourly,0
3046,97,TEST,97XS19233210,0097374801,DNIPROGAS,19233,2,1,0," ",hourly,0
3047,97,TEST,97XS3776310,0097374901,DNIPROGAS,3776,3,1,0," ",hourly,0
3048,97,TEST,97XS11691110,0097375001,DNIPROGAS,1169,1,11,0," ",hourly,0
3049,97,TEST,97XS2690321,0097375101,DNIPROGAS,2690,3,2,1," ",hourly,0
3050,97,TEST,97XS2690320,0097375201,DNIPROGAS,2690,3,2,0," ",hourly,0
3051,97,TEST,97XS515505120,0097375301,DNIPROGAS,51550,5,12,0," ",hourly,0
3052,97,TEST,97XS7503150,0097375401,DNIPROGAS,7503,1,5,0," ",hourly,0
3053,97,TEST,97XS8288321,0097375501,DNIPROGAS,8288,3,2,1," ",hourly,0
